"","Date","Plot","Row","Column","Species","Coverage","Root","CO2Treatment","Ntreatment"
"12446","7/18/2019",163,15,3,"Poapr",5,"R","EC","AN"
"12447","7/18/2019",163,15,4,"Andge",70,"R","EC","AN"
"12448","7/18/2019",163,15,4,"Poapr",10,"R","EC","AN"
"12449","7/18/2019",163,15,5,"Andge",30,"R","EC","AN"
"12450","7/18/2019",163,15,5,"Poapr",30,"R","EC","AN"
"12451","7/18/2019",163,15,6,"Andge",40,"R","EC","AN"
"12452","7/18/2019",163,15,6,"Poapr",10,"R","EC","AN"
"12453","7/18/2019",163,15,7,"Andge",40,"R","EC","AN"
"12454","7/18/2019",163,15,7,"Poapr",10,"R","EC","AN"
"12455","7/18/2019",163,15,8,"Andge",40,"R","EC","AN"
"12456","7/18/2019",163,15,8,"Poapr",10,"R","EC","AN"
"12457","7/18/2019",163,15,9,"Andge",40,"R","EC","AN"
"12458","7/18/2019",163,15,9,"Poapr",10,"R","EC","AN"
"12459","7/18/2019",163,15,10,"Andge",40,"R","EC","AN"
"12460","7/18/2019",163,15,10,"Poapr",10,"R","EC","AN"
"12461","7/18/2019",163,15,11,"Andge",60,"R","EC","AN"
"12462","7/18/2019",163,15,11,"Poapr",10,"R","EC","AN"
"12463","7/18/2019",163,15,12,"Andge",80,"R","EC","AN"
"12464","7/18/2019",163,15,12,"Poapr",5,"R","EC","AN"
"12465","7/18/2019",163,15,13,"Andge",30,"R","EC","AN"
"12466","7/18/2019",163,15,13,"Poapr",5,"R","EC","AN"
"12467","7/18/2019",163,15,14,"Poapr",40,"R","EC","AN"
"12468","7/18/2019",163,15,15,"Poapr",30,"R","EC","AN"
"12469","7/18/2019",163,15,15,"Andge",10,"R","EC","AN"
"12470","7/18/2019",163,15,16,"Andge",20,"R","EC","AN"
"12471","7/18/2019",163,15,16,"Luppe",30,"R","EC","AN"
"12472","7/18/2019",163,15,16,"Poapr",20,"R","EC","AN"
"12473","7/18/2019",163,15,17,"Andge",30,"R","EC","AN"
"12474","7/18/2019",163,15,17,"Poapr",20,"R","EC","AN"
"12475","7/18/2019",163,15,18,"Andge",80,"R","EC","AN"
"12476","7/18/2019",163,15,18,"Poapr",10,"R","EC","AN"
"12477","7/18/2019",163,16,1,"Andge",40,"R","EC","AN"
"12478","7/18/2019",163,16,1,"Poapr",20,"R","EC","AN"
"12479","7/18/2019",163,16,2,"Luppe",30,"R","EC","AN"
"12480","7/18/2019",163,16,2,"Poapr",5,"R","EC","AN"
"12481","7/18/2019",163,16,2,"Andge",30,"R","EC","AN"
"12482","7/18/2019",163,16,3,"Andge",90,"R","EC","AN"
"12483","7/18/2019",163,16,3,"Poapr",5,"R","EC","AN"
"12484","7/18/2019",163,16,4,"Andge",70,"R","EC","AN"
"12485","7/18/2019",163,16,4,"Poapr",10,"R","EC","AN"
"12486","7/18/2019",163,16,5,"Andge",80,"R","EC","AN"
"12487","7/18/2019",163,16,5,"Poapr",5,"R","EC","AN"
"12488","7/18/2019",163,16,6,"Andge",70,"R","EC","AN"
"12489","7/18/2019",163,16,6,"Poapr",10,"R","EC","AN"
"12490","7/18/2019",163,16,7,"Andge",60,"R","EC","AN"
"12491","7/18/2019",163,16,7,"Poapr",30,"R","EC","AN"
"12492","7/18/2019",163,16,8,"Andge",80,"R","EC","AN"
"12493","7/18/2019",163,16,8,"Poapr",10,"R","EC","AN"
"12494","7/18/2019",163,16,9,"Andge",40,"R","EC","AN"
"12495","7/18/2019",163,16,9,"Poapr",20,"R","EC","AN"
"12496","7/18/2019",163,16,10,"Andge",40,"R","EC","AN"
"12497","7/18/2019",163,16,10,"Poapr",20,"R","EC","AN"
"12498","7/18/2019",163,16,11,"Andge",70,"R","EC","AN"
"12499","7/18/2019",163,16,11,"Poapr",10,"R","EC","AN"
"12500","7/18/2019",163,16,12,"Andge",70,"R","EC","AN"
"12501","7/18/2019",163,16,12,"Poapr",5,"R","EC","AN"
"12502","7/18/2019",163,16,13,"Andge",50,"R","EC","AN"
"12503","7/18/2019",163,16,13,"Poapr",10,"R","EC","AN"
"12504","7/18/2019",163,16,14,"Andge",60,"R","EC","AN"
"12505","7/18/2019",163,16,14,"Poapr",20,"R","EC","AN"
"12506","7/18/2019",163,16,15,"Andge",80,"R","EC","AN"
"12507","7/18/2019",163,16,15,"Poapr",10,"R","EC","AN"
"12508","7/18/2019",163,16,16,"Andge",70,"R","EC","AN"
"12509","7/18/2019",163,16,16,"Poapr",10,"R","EC","AN"
"12510","7/18/2019",163,16,17,"Andge",40,"R","EC","AN"
"12511","7/18/2019",163,16,17,"Poapr",20,"R","EC","AN"
"12512","7/18/2019",163,16,18,"Andge",80,"R","EC","AN"
"12513","7/18/2019",163,16,18,"Poapr",5,"R","EC","AN"
"12514","7/18/2019",163,17,1,"Andge",40,"R","EC","AN"
"12515","7/18/2019",163,17,1,"Poapr",10,"R","EC","AN"
"12516","7/18/2019",163,17,2,"Andge",70,"R","EC","AN"
"12517","7/18/2019",163,17,2,"Poapr",10,"R","EC","AN"
"12518","7/18/2019",163,17,3,"Andge",70,"R","EC","AN"
"12519","7/18/2019",163,17,3,"Poapr",5,"R","EC","AN"
"12520","7/18/2019",163,17,4,"Andge",90,"R","EC","AN"
"12521","7/18/2019",163,17,4,"Luppe",10,"R","EC","AN"
"12522","7/18/2019",163,17,4,"Poapr",5,"R","EC","AN"
"12523","7/18/2019",163,17,5,"Andge",60,"R","EC","AN"
"12524","7/18/2019",163,17,5,"Poapr",10,"R","EC","AN"
"12525","7/18/2019",163,17,6,"Andge",80,"R","EC","AN"
"12526","7/18/2019",163,17,6,"Poapr",5,"R","EC","AN"
"12527","7/18/2019",163,17,7,"Andge",40,"R","EC","AN"
"12528","7/18/2019",163,17,7,"Poapr",10,"R","EC","AN"
"12529","7/18/2019",163,17,8,"Andge",60,"R","EC","AN"
"12530","7/18/2019",163,17,8,"Poapr",10,"R","EC","AN"
"12531","7/18/2019",163,17,9,"Andge",70,"R","EC","AN"
"12532","7/18/2019",163,17,9,"Poapr",10,"R","EC","AN"
"12533","7/18/2019",163,17,10,"Andge",70,"R","EC","AN"
"12534","7/18/2019",163,17,10,"Poapr",5,"R","EC","AN"
"12535","7/18/2019",163,17,10,"Lesca",10,"R","EC","AN"
"12536","7/18/2019",163,17,11,"Andge",70,"R","EC","AN"
"12537","7/18/2019",163,17,11,"Poapr",10,"R","EC","AN"
"12538","7/18/2019",163,17,12,"Andge",20,"R","EC","AN"
"12539","7/18/2019",163,17,12,"Poapr",40,"R","EC","AN"
"12540","7/18/2019",163,17,13,"Asctu",40,"R","EC","AN"
"12541","7/18/2019",163,17,13,"Andge",40,"R","EC","AN"
"12542","7/18/2019",163,17,13,"Poapr",10,"R","EC","AN"
"12543","7/18/2019",163,17,14,"Asctu",40,"R","EC","AN"
"12544","7/18/2019",163,17,14,"Andge",30,"R","EC","AN"
"12545","7/18/2019",163,17,14,"Poapr",10,"R","EC","AN"
"12546","7/18/2019",163,17,15,"Asctu",40,"R","EC","AN"
"12547","7/18/2019",163,17,15,"Andge",40,"R","EC","AN"
"12548","7/18/2019",163,17,15,"Poapr",20,"R","EC","AN"
"12549","7/18/2019",163,17,16,"Andge",80,"R","EC","AN"
"12550","7/18/2019",163,17,16,"Luppe",20,"R","EC","AN"
"12551","7/18/2019",163,17,16,"Poapr",5,"R","EC","AN"
"12552","7/18/2019",163,17,17,"Andge",70,"R","EC","AN"
"12553","7/18/2019",163,17,17,"Luppe",20,"R","EC","AN"
"12554","7/18/2019",163,17,17,"Poapr",10,"R","EC","AN"
"12555","7/18/2019",163,17,18,"Andge",70,"R","EC","AN"
"12556","7/18/2019",163,17,18,"Poapr",10,"R","EC","AN"
"12557","7/18/2019",163,18,1,"Andge",20,"R","EC","AN"
"12558","7/18/2019",163,18,1,"Poapr",10,"R","EC","AN"
"12559","7/18/2019",163,18,2,"Amoca",30,"R","EC","AN"
"12560","7/18/2019",163,18,2,"Andge",60,"R","EC","AN"
"12561","7/18/2019",163,18,2,"Poapr",10,"R","EC","AN"
"12562","7/18/2019",163,18,3,"Andge",90,"R","EC","AN"
"12563","7/18/2019",163,18,3,"Poapr",5,"R","EC","AN"
"12564","7/18/2019",163,18,4,"Andge",70,"R","EC","AN"
"12565","7/18/2019",163,18,4,"Luppe",20,"R","EC","AN"
"12566","7/18/2019",163,18,4,"Poapr",10,"R","EC","AN"
"12567","7/18/2019",163,18,5,"Andge",90,"R","EC","AN"
"12568","7/18/2019",163,18,5,"Poapr",5,"R","EC","AN"
"12569","7/18/2019",163,18,6,"Andge",90,"R","EC","AN"
"12570","7/18/2019",163,18,6,"Poapr",5,"R","EC","AN"
"12571","7/18/2019",163,18,7,"Andge",60,"R","EC","AN"
"12572","7/18/2019",163,18,7,"Poapr",20,"R","EC","AN"
"12573","7/18/2019",163,18,8,"Andge",40,"R","EC","AN"
"12574","7/18/2019",163,18,8,"Poapr",40,"R","EC","AN"
"12575","7/18/2019",163,18,9,"Andge",40,"R","EC","AN"
"12576","7/18/2019",163,18,9,"Poapr",40,"R","EC","AN"
"12577","7/18/2019",163,18,10,"Andge",20,"R","EC","AN"
"12578","7/18/2019",163,18,10,"Poapr",80,"R","EC","AN"
"12579","7/18/2019",163,18,11,"Andge",40,"R","EC","AN"
"12580","7/18/2019",163,18,11,"Poapr",60,"R","EC","AN"
"12581","7/18/2019",163,18,12,"Andge",40,"R","EC","AN"
"12582","7/18/2019",163,18,12,"Poapr",40,"R","EC","AN"
"12583","7/18/2019",163,18,13,"Asctu",40,"R","EC","AN"
"12584","7/18/2019",163,18,13,"Amoca",40,"R","EC","AN"
"12585","7/18/2019",163,18,13,"Poapr",10,"R","EC","AN"
"12586","7/18/2019",163,18,14,"Andge",10,"R","EC","AN"
"12587","7/18/2019",163,18,14,"Asctu",50,"R","EC","AN"
"12588","7/18/2019",163,18,14,"Poapr",10,"R","EC","AN"
"12589","7/18/2019",163,18,15,"Andge",80,"R","EC","AN"
"12590","7/18/2019",163,18,15,"Poapr",10,"R","EC","AN"
"12591","7/18/2019",163,18,16,"Andge",90,"R","EC","AN"
"12592","7/18/2019",163,18,16,"Poapr",10,"R","EC","AN"
"12593","7/18/2019",163,18,17,"Andge",30,"R","EC","AN"
"12594","7/18/2019",163,18,17,"Schsc",60,"R","EC","AN"
"12595","7/18/2019",163,18,17,"Poapr",10,"R","EC","AN"
"12596","7/18/2019",163,18,18,"Schsc",40,"R","EC","AN"
"12597","7/18/2019",163,18,18,"Andge",10,"R","EC","AN"
"12598","7/18/2019",163,18,18,"Poapr",30,"R","EC","AN"
"12599","7/20/2019",147,1,1,"Andge",90,"R","EC","AN"
"12600","7/20/2019",147,1,1,"Poapr",10,"R","EC","AN"
"12601","7/20/2019",147,1,2,"Andge",100,"R","EC","AN"
"12602","7/20/2019",147,1,2,"Poapr",5,"R","EC","AN"
"12603","7/20/2019",147,1,3,"Andge",100,"R","EC","AN"
"12604","7/20/2019",147,1,3,"Poapr",5,"R","EC","AN"
"12605","7/20/2019",147,1,4,"Andge",100,"R","EC","AN"
"12606","7/20/2019",147,1,4,"Poapr",5,"R","EC","AN"
"12607","7/20/2019",147,1,5,"Andge",70,"R","EC","AN"
"12608","7/20/2019",147,1,5,"Poapr",20,"R","EC","AN"
"12609","7/20/2019",147,1,6,"Andge",80,"R","EC","AN"
"12610","7/20/2019",147,1,6,"Poapr",10,"R","EC","AN"
"12611","7/20/2019",147,1,7,"Andge",90,"R","EC","AN"
"12612","7/20/2019",147,1,7,"Poapr",5,"R","EC","AN"
"12613","7/20/2019",147,1,8,"Andge",80,"R","EC","AN"
"12614","7/20/2019",147,1,8,"Poapr",20,"R","EC","AN"
"12615","7/20/2019",147,1,9,"Andge",90,"R","EC","AN"
"12616","7/20/2019",147,1,9,"Poapr",10,"R","EC","AN"
"12617","7/20/2019",147,1,10,"Andge",70,"R","EC","AN"
"12618","7/20/2019",147,1,10,"Poapr",20,"R","EC","AN"
"12619","7/20/2019",147,1,11,"Andge",80,"R","EC","AN"
"12620","7/20/2019",147,1,11,"Luppe",10,"R","EC","AN"
"12621","7/20/2019",147,1,11,"Poapr",20,"R","EC","AN"
"12622","7/20/2019",147,1,12,"Andge",70,"R","EC","AN"
"12623","7/20/2019",147,1,12,"Poapr",20,"R","EC","AN"
"12624","7/20/2019",147,1,13,"Andge",60,"R","EC","AN"
"12625","7/20/2019",147,1,13,"Asctu",30,"R","EC","AN"
"12626","7/20/2019",147,1,13,"Poapr",10,"R","EC","AN"
"12627","7/20/2019",147,1,14,"Andge",60,"R","EC","AN"
"12628","7/20/2019",147,1,14,"Poapr",30,"R","EC","AN"
"12629","7/20/2019",147,1,15,"Andge",70,"R","EC","AN"
"12630","7/20/2019",147,1,15,"Poapr",20,"R","EC","AN"
"12631","7/20/2019",147,1,16,"Andge",80,"R","EC","AN"
"12632","7/20/2019",147,1,16,"Poapr",10,"R","EC","AN"
"12633","7/20/2019",147,1,17,"Andge",100,"R","EC","AN"
"12634","7/20/2019",147,1,17,"Poapr",5,"R","EC","AN"
"12635","7/20/2019",147,1,18,"Andge",90,"R","EC","AN"
"12636","7/20/2019",147,1,18,"Poapr",10,"R","EC","AN"
"12637","7/20/2019",147,2,1,"Andge",100,"R","EC","AN"
"12638","7/20/2019",147,2,1,"Poapr",5,"R","EC","AN"
"12639","7/20/2019",147,2,2,"Andge",100,"R","EC","AN"
"12640","7/20/2019",147,2,2,"Poapr",5,"R","EC","AN"
"12641","7/20/2019",147,2,3,"Andge",90,"R","EC","AN"
"12642","7/20/2019",147,2,3,"Poapr",5,"R","EC","AN"
"12643","7/20/2019",147,2,4,"Andge",70,"R","EC","AN"
"12644","7/20/2019",147,2,4,"Poapr",10,"R","EC","AN"
"12645","7/20/2019",147,2,5,"Andge",80,"R","EC","AN"
"12646","7/20/2019",147,2,5,"Poapr",10,"R","EC","AN"
"12647","7/20/2019",147,2,6,"Andge",70,"R","EC","AN"
"12648","7/20/2019",147,2,6,"Poapr",20,"R","EC","AN"
"12649","7/20/2019",147,2,7,"Andge",90,"R","EC","AN"
"12650","7/20/2019",147,2,7,"Poapr",5,"R","EC","AN"
"12651","7/20/2019",147,2,8,"Andge",80,"R","EC","AN"
"12652","7/20/2019",147,2,8,"Poapr",10,"R","EC","AN"
"12653","7/20/2019",147,2,9,"Andge",60,"R","EC","AN"
"12654","7/20/2019",147,2,9,"Poapr",10,"R","EC","AN"
"12655","7/20/2019",147,2,10,"Andge",40,"R","EC","AN"
"12656","7/20/2019",147,2,10,"Poapr",30,"R","EC","AN"
"12657","7/20/2019",147,2,11,"Andge",30,"R","EC","AN"
"12658","7/20/2019",147,2,11,"Poapr",70,"R","EC","AN"
"12659","7/20/2019",147,2,12,"Andge",20,"R","EC","AN"
"12660","7/20/2019",147,2,12,"Poapr",40,"R","EC","AN"
"12661","7/20/2019",147,2,12,"Luppe",20,"R","EC","AN"
"12662","7/20/2019",147,2,13,"Andge",10,"R","EC","AN"
"12663","7/20/2019",147,2,13,"Poapr",40,"R","EC","AN"
"12664","7/20/2019",147,2,13,"Asctu",20,"R","EC","AN"
"12665","7/20/2019",147,2,14,"Andge",10,"R","EC","AN"
"12666","7/20/2019",147,2,14,"Poapr",70,"R","EC","AN"
"12667","7/20/2019",147,2,15,"Poapr",30,"R","EC","AN"
"12668","7/20/2019",147,2,16,"Andge",20,"R","EC","AN"
"12669","7/20/2019",147,2,16,"Poapr",20,"R","EC","AN"
"12670","7/20/2019",147,2,16,"Solri",10,"R","EC","AN"
"12671","7/20/2019",147,2,17,"Andge",90,"R","EC","AN"
"12672","7/20/2019",147,2,17,"Poapr",5,"R","EC","AN"
"12673","7/20/2019",147,2,17,"Solri",10,"R","EC","AN"
"12674","7/20/2019",147,2,18,"Andge",100,"R","EC","AN"
"12675","7/20/2019",147,2,18,"Poapr",5,"R","EC","AN"
"12676","7/20/2019",147,3,1,"Andge",100,"R","EC","AN"
"12677","7/20/2019",147,3,1,"Poapr",5,"R","EC","AN"
"12678","7/20/2019",147,3,2,"Andge",100,"R","EC","AN"
"12679","7/20/2019",147,3,2,"Poapr",5,"R","EC","AN"
"12680","7/20/2019",147,3,3,"Andge",100,"R","EC","AN"
"12681","7/20/2019",147,3,3,"Poapr",5,"R","EC","AN"
"12682","7/20/2019",147,3,4,"Andge",90,"R","EC","AN"
"12683","7/20/2019",147,3,4,"Poapr",5,"R","EC","AN"
"12684","7/20/2019",147,3,5,"Andge",80,"R","EC","AN"
"12685","7/20/2019",147,3,5,"Poapr",10,"R","EC","AN"
"12686","7/20/2019",147,3,6,"Andge",70,"R","EC","AN"
"12687","7/20/2019",147,3,6,"Poapr",10,"R","EC","AN"
"12688","7/20/2019",147,3,7,"Andge",90,"R","EC","AN"
"12689","7/20/2019",147,3,7,"Poapr",5,"R","EC","AN"
"12690","7/20/2019",147,3,8,"Andge",80,"R","EC","AN"
"12691","7/20/2019",147,3,8,"Poapr",10,"R","EC","AN"
"12692","7/20/2019",147,3,9,"Andge",40,"R","EC","AN"
"12693","7/20/2019",147,3,9,"Poapr",30,"R","EC","AN"
"12694","7/20/2019",147,3,10,"Poapr",60,"R","EC","AN"
"12695","7/20/2019",147,3,11,"Andge",10,"R","EC","AN"
"12696","7/20/2019",147,3,11,"Poapr",80,"R","EC","AN"
"12697","7/20/2019",147,3,12,"Andge",20,"R","EC","AN"
"12698","7/20/2019",147,3,12,"Poapr",60,"R","EC","AN"
"12699","7/20/2019",147,3,13,"Andge",40,"R","EC","AN"
"12700","7/20/2019",147,3,13,"Poapr",40,"R","EC","AN"
"12701","7/20/2019",147,3,13,"Luppe",20,"R","EC","AN"
"12702","7/20/2019",147,3,14,"Andge",30,"R","EC","AN"
"12703","7/20/2019",147,3,14,"Poapr",70,"R","EC","AN"
"12704","7/20/2019",147,3,15,"Andge",20,"R","EC","AN"
"12705","7/20/2019",147,3,15,"Poapr",20,"R","EC","AN"
"12706","7/20/2019",147,3,16,"Poapr",30,"R","EC","AN"
"12707","7/20/2019",147,3,17,"Andge",40,"R","EC","AN"
"12708","7/20/2019",147,3,17,"Solri",20,"R","EC","AN"
"12709","7/20/2019",147,3,17,"Poapr",10,"R","EC","AN"
"12710","7/20/2019",147,3,18,"Andge",60,"R","EC","AN"
"12711","7/20/2019",147,3,18,"Poapr",10,"R","EC","AN"
"12712","7/20/2019",147,3,18,"Solri",30,"R","EC","AN"
"12713","7/20/2019",147,4,1,"Andge",70,"R","EC","AN"
"12714","7/20/2019",147,4,1,"Poapr",20,"R","EC","AN"
"12715","7/20/2019",147,4,2,"Andge",80,"R","EC","AN"
"12716","7/20/2019",147,4,2,"Poapr",10,"R","EC","AN"
"12717","7/20/2019",147,4,3,"Andge",100,"R","EC","AN"
"12718","7/20/2019",147,4,3,"Poapr",5,"R","EC","AN"
"12719","7/20/2019",147,4,4,"Andge",80,"R","EC","AN"
"12720","7/20/2019",147,4,4,"Poapr",10,"R","EC","AN"
"12721","7/20/2019",147,4,5,"Andge",80,"R","EC","AN"
"12722","7/20/2019",147,4,5,"Poapr",10,"R","EC","AN"
"12723","7/20/2019",147,4,6,"Andge",70,"R","EC","AN"
"12724","7/20/2019",147,4,6,"Poapr",10,"R","EC","AN"
"12725","7/20/2019",147,4,7,"Andge",70,"R","EC","AN"
"12726","7/20/2019",147,4,7,"Poapr",10,"R","EC","AN"
"12727","7/20/2019",147,4,7,"Luppe",20,"R","EC","AN"
"12728","7/20/2019",147,4,8,"Andge",60,"R","EC","AN"
"12729","7/20/2019",147,4,8,"Luppe",40,"R","EC","AN"
"12730","7/20/2019",147,4,8,"Poapr",10,"R","EC","AN"
"12731","7/20/2019",147,4,9,"Luppe",70,"R","EC","AN"
"12732","7/20/2019",147,4,9,"Poapr",30,"R","EC","AN"
"12733","7/20/2019",147,4,10,"Andge",30,"R","EC","AN"
"12734","7/20/2019",147,4,10,"Luppe",30,"R","EC","AN"
"12735","7/20/2019",147,4,10,"Poapr",30,"R","EC","AN"
"12736","7/20/2019",147,4,11,"Andge",20,"R","EC","AN"
"12737","7/20/2019",147,4,11,"Poapr",60,"R","EC","AN"
"12738","7/20/2019",147,4,11,"Luppe",20,"R","EC","AN"
"12739","7/20/2019",147,4,12,"Andge",20,"R","EC","AN"
"12740","7/20/2019",147,4,12,"Amoca",30,"R","EC","AN"
"12741","7/20/2019",147,4,12,"Poapr",30,"R","EC","AN"
"12742","7/20/2019",147,4,13,"Andge",10,"R","EC","AN"
"12743","7/20/2019",147,4,13,"Poapr",80,"R","EC","AN"
"12744","7/20/2019",147,4,14,"Andge",30,"R","EC","AN"
"12745","7/20/2019",147,4,14,"Poapr",50,"R","EC","AN"
"12746","7/20/2019",147,4,15,"Andge",60,"R","EC","AN"
"12747","7/20/2019",147,4,15,"Poapr",30,"R","EC","AN"
"12748","7/20/2019",147,4,16,"Andge",30,"R","EC","AN"
"12749","7/20/2019",147,4,16,"Poapr",30,"R","EC","AN"
"12750","7/20/2019",147,4,17,"Andge",10,"R","EC","AN"
"12751","7/20/2019",147,4,17,"Amoca",40,"R","EC","AN"
"12752","7/20/2019",147,4,17,"Asctu",20,"R","EC","AN"
"12753","7/20/2019",147,4,17,"Poapr",20,"R","EC","AN"
"12754","7/20/2019",147,4,18,"Andge",30,"R","EC","AN"
"12755","7/20/2019",147,4,18,"Amoca",30,"R","EC","AN"
"12756","7/20/2019",147,4,18,"Poapr",20,"R","EC","AN"
"12757","7/20/2019",147,5,1,"Andge",40,"R","EC","AN"
"12758","7/20/2019",147,5,1,"Poapr",20,"R","EC","AN"
"12759","7/20/2019",147,5,1,"Luppe",20,"R","EC","AN"
"12760","7/20/2019",147,5,2,"Andge",60,"R","EC","AN"
"12761","7/20/2019",147,5,2,"Poapr",20,"R","EC","AN"
"12762","7/20/2019",147,5,3,"Andge",50,"R","EC","AN"
"12763","7/20/2019",147,5,3,"Asctu",30,"R","EC","AN"
"12764","7/20/2019",147,5,3,"Poapr",20,"R","EC","AN"
"12765","7/20/2019",147,5,4,"Andge",40,"R","EC","AN"
"12766","7/20/2019",147,5,4,"Asctu",20,"R","EC","AN"
"12767","7/20/2019",147,5,4,"Poapr",20,"R","EC","AN"
"12768","7/20/2019",147,5,5,"Andge",60,"R","EC","AN"
"12769","7/20/2019",147,5,5,"Poapr",20,"R","EC","AN"
"12770","7/20/2019",147,5,6,"Andge",40,"R","EC","AN"
"12771","7/20/2019",147,5,6,"Poapr",10,"R","EC","AN"
"12772","7/20/2019",147,5,7,"Andge",20,"R","EC","AN"
"12773","7/20/2019",147,5,7,"Luppe",60,"R","EC","AN"
"12774","7/20/2019",147,5,7,"Poapr",10,"R","EC","AN"
"12775","7/20/2019",147,5,8,"Andge",10,"R","EC","AN"
"12776","7/20/2019",147,5,8,"Luppe",80,"R","EC","AN"
"12777","7/20/2019",147,5,8,"Poapr",10,"R","EC","AN"
"12778","7/20/2019",147,5,9,"Andge",10,"R","EC","AN"
"12779","7/20/2019",147,5,9,"Poapr",30,"R","EC","AN"
"12780","7/20/2019",147,5,9,"Luppe",60,"R","EC","AN"
"12781","7/20/2019",147,5,10,"Andge",10,"R","EC","AN"
"12782","7/20/2019",147,5,10,"Poapr",30,"R","EC","AN"
"12783","7/20/2019",147,5,10,"Luppe",20,"R","EC","AN"
"12784","7/20/2019",147,5,11,"Amoca",60,"R","EC","AN"
"12785","7/20/2019",147,5,11,"Poapr",40,"R","EC","AN"
"12786","7/20/2019",147,5,12,"Amoca",30,"R","EC","AN"
"12787","7/20/2019",147,5,12,"Poapr",40,"R","EC","AN"
"12788","7/20/2019",147,5,13,"Andge",20,"R","EC","AN"
"12789","7/20/2019",147,5,13,"Solri",10,"R","EC","AN"
"12790","7/20/2019",147,5,13,"Amoca",10,"R","EC","AN"
"12791","7/20/2019",147,5,13,"Poapr",20,"R","EC","AN"
"12792","7/20/2019",147,5,14,"Andge",10,"R","EC","AN"
"12793","7/20/2019",147,5,14,"Poapr",60,"R","EC","AN"
"12794","7/20/2019",147,5,15,"Andge",30,"R","EC","AN"
"12795","7/20/2019",147,5,15,"Poapr",60,"R","EC","AN"
"12796","7/20/2019",147,5,16,"Asctu",40,"R","EC","AN"
"12797","7/20/2019",147,5,16,"Andge",20,"R","EC","AN"
"12798","7/20/2019",147,5,16,"Poapr",40,"R","EC","AN"
"12799","7/20/2019",147,5,17,"Andge",10,"R","EC","AN"
"12800","7/20/2019",147,5,17,"Asctu",70,"R","EC","AN"
"12801","7/20/2019",147,5,17,"Poapr",10,"R","EC","AN"
"12802","7/20/2019",147,5,18,"Andge",10,"R","EC","AN"
"12803","7/20/2019",147,5,18,"Asctu",20,"R","EC","AN"
"12804","7/20/2019",147,5,18,"Amoca",20,"R","EC","AN"
"12805","7/20/2019",147,5,18,"Poapr",30,"R","EC","AN"
"12806","7/20/2019",147,6,1,"Andge",60,"R","EC","AN"
"12807","7/20/2019",147,6,1,"Poapr",10,"R","EC","AN"
"12808","7/20/2019",147,6,2,"Andge",70,"R","EC","AN"
"12809","7/20/2019",147,6,2,"Poapr",10,"R","EC","AN"
"12810","7/20/2019",147,6,3,"Andge",30,"R","EC","AN"
"12811","7/20/2019",147,6,3,"Poapr",40,"R","EC","AN"
"12812","7/20/2019",147,6,4,"Andge",30,"R","EC","AN"
"12813","7/20/2019",147,6,4,"Poapr",30,"R","EC","AN"
"12814","7/20/2019",147,6,5,"Andge",40,"R","EC","AN"
"12815","7/20/2019",147,6,5,"Poapr",20,"R","EC","AN"
"12816","7/20/2019",147,6,6,"Andge",40,"R","EC","AN"
"12817","7/20/2019",147,6,6,"Poapr",20,"R","EC","AN"
"12818","7/20/2019",147,6,7,"Poapr",70,"R","EC","AN"
"12819","7/20/2019",147,6,8,"Luppe",30,"R","EC","AN"
"12820","7/20/2019",147,6,8,"Poapr",70,"R","EC","AN"
"12821","7/20/2019",147,6,9,"Andge",30,"R","EC","AN"
"12822","7/20/2019",147,6,9,"Poapr",30,"R","EC","AN"
"12823","7/20/2019",147,6,10,"Andge",50,"R","EC","AN"
"12824","7/20/2019",147,6,10,"Poapr",20,"R","EC","AN"
"12825","7/20/2019",147,6,11,"Andge",60,"R","EC","AN"
"12826","7/20/2019",147,6,11,"Poapr",30,"R","EC","AN"
"12827","7/20/2019",147,6,11,"Luppe",20,"R","EC","AN"
"12828","7/20/2019",147,6,12,"Andge",20,"R","EC","AN"
"12829","7/20/2019",147,6,12,"Luppe",30,"R","EC","AN"
"12830","7/20/2019",147,6,12,"Poapr",30,"R","EC","AN"
"12831","7/20/2019",147,6,13,"Andge",20,"R","EC","AN"
"12832","7/20/2019",147,6,13,"Poapr",70,"R","EC","AN"
"12833","7/20/2019",147,6,13,"Luppe",20,"R","EC","AN"
"12834","7/20/2019",147,6,14,"Andge",20,"R","EC","AN"
"12835","7/20/2019",147,6,14,"Poapr",70,"R","EC","AN"
"12836","7/20/2019",147,6,15,"Andge",20,"R","EC","AN"
"12837","7/20/2019",147,6,15,"Poapr",80,"R","EC","AN"
"12838","7/20/2019",147,6,16,"Andge",40,"R","EC","AN"
"12839","7/20/2019",147,6,16,"Poapr",30,"R","EC","AN"
"12840","7/20/2019",147,6,17,"Asctu",30,"R","EC","AN"
"12841","7/20/2019",147,6,17,"Poapr",10,"R","EC","AN"
"12842","7/20/2019",147,6,17,"Andge",60,"R","EC","AN"
"12843","7/20/2019",147,6,18,"Andge",50,"R","EC","AN"
"12844","7/20/2019",147,6,18,"Poapr",20,"R","EC","AN"
"12845","7/20/2019",147,7,1,"Andge",80,"R","EC","AN"
"12846","7/20/2019",147,7,1,"Poapr",10,"R","EC","AN"
"12847","7/20/2019",147,7,2,"Andge",40,"R","EC","AN"
"12848","7/20/2019",147,7,2,"Poapr",20,"R","EC","AN"
